1,0.28210280161667056,1.0
2,0.16835434108539693,2.0
4,0.13434077644503012,4.0
8,0.09753463135328694,8.0
16,0.07002055076670104,16.0
32,0.054471690599615916,32.0
64,0.025509949070013402,64.0
128,0.022995592902822437,128.0
